63,層塔型天守は下重のある部材の上に上重の柱を建てる五重塔と同じ技法で建てられる。下重のある部分とはどれか。,柱,部屋,屋根,梁,4
64,江戸は日本で一番大きい総構の城下町ですが、次のうち外郭城門はどれか。,桜田門,虎の門,坂下門,半蔵門,2
65,豊臣大坂城の天守の形式は。,層塔型,物見櫓型,望楼型,五重塔型,3
66,望楼型天守で外観の屋根と内部の階が一致するのは広島城など少数である。次のうち重・階が一致しているのはどれか。,安土城,岡山城,彦根城,豊臣大坂城,3
67,天守の廻縁には、手すりがある。なんと言うか。,柵,高欄,低欄,中欄,2
68,関ヶ原の戦い後、石垣の規格加工石は、石材の石目を読んで穴をあけ、鉄楔を打ち込んで石を割り、大量に造れるようになった。その石の穴をなんと言うか。,矢穴,楔穴,石穴,鉄穴,1
69,天守の外壁は竹を縦横に組んで造った格子を骨組みとし、壁土を重ね塗りした土壁である。この竹の格子をなんと言うか。,竹格子,小舞,竹舞,竹組,2
70,新発田城の本丸には天守にかわる珍しい三重櫓がある。その特徴は。,屋根がT字型,屋根が十字型,屋根が石瓦,屋根が方形,1
71,大宰府を守るために大野城などの築城を命じた天皇は誰か。,天智天皇,仁徳天皇,用明天皇,推古天皇,1
72,白鷺城と言われる姫路城天守外壁は、石灰と麻をまぜた漆喰を塗って仕上げたものだが、その名称はなんというか。,漆喰壁,塗籠,白壁,石灰壁,2
73,写真は解体修理中の石垣である。このような形状の石をなんと呼ぶか。,飼石,間石,積石,裏込(栗石),3
74,徳川大坂城は、豊臣大坂城を埋め立て、豊臣大坂城天守の2倍以上の天守を再建したが、完成時の将軍は誰か。,徳川秀忠,徳川家康,徳川家綱,徳川家光,4
75,天守以外の隅櫓や櫓門に付け足した一重二重の櫓を続櫓というが、天守に付け足した櫓の名前はどれか。,巽櫓,付櫓,天守太鼓櫓,天守続櫓,2
76,曲輪の隅や城壁が折れ曲がる所などは防御上重要で、多くは二重櫓を建てた。この櫓の名称はどれか。,角櫓,隅櫓,監視櫓,折れ櫓,2
77,中世の城といえば山城が一般的だが、めずらしく中世の平城が東北地方にある。どれか。,白河小峰城,根城,多賀城,久保田城,2
78,古代山城・鬼の城の城壁外周は2.8kmもある。この城壁の大部分は何で作られていたか。,版築土塁,築地,打込接石垣,野面積石垣,1
79,天守の構造で、下階よりも上階が張り出した造りを「南蛮造(唐造)」という。つぎのうち南蛮造でない城はどれか。,小倉城,今治城,岩国城,高松城,2
80,文化庁が定めた再建基準を満たし、史実と同じ位置に同じ外観と内部構造で木造再建された天守を復元天守という。次のうち復元天守でないのはどれか。,掛川城,白河小峰城,小倉城,大洲城,3
81,安政元年(1854)に建てられ日本最後の天守創建となったのはどれか。,五稜郭,松前城,大洲城,松山城,2
82,大陸からの侵攻に備えて7世紀頃に対馬に築かれた城塞はどれか。,金田城,水城,基肄城,大野城,1
83,層塔型天守では一重目の建を特別に高く取り内部を二階分とすることが少なくない。次のうち三重四階の層塔型天守はどれか。,岡崎城,小田原城,会津若松城,掛川城,2
84,切り立った断崖が天然の要害となっている城で、大手道の崖側に石塀を設け、その頂部に「かまぼこ石」と呼ばれる半円形の石が置かれているのはどの城か。,岡城,鬼ノ城,八王子城,郡山城,1
85,沖縄のグスクには本州の城に見られない特徴がある。次のどれか。,土塁が多い,石造りアーチ門が多い,高麗門が多い,埋門が多い,2
86,大坂城桜門枡形の蛸石は城内最大のもので、高さ5.5m、幅11.7mに達するが、その厚さはどれくらいか。,0.7m,1.7m,2m,3m,1
87,輪郭式縄張りは、本丸を中心にそれを囲むように二の丸・三の丸が配置される。次のうち輪郭式はどれか。,岡山城,盛岡城,水戸城,二条城,4
88,姫路城・松山城と並び三大連立式天守とされ、昭和20年の米軍の空襲により焼失した天守はどれか。,岡山城,広島城,和歌山城,仙台城,3
89,朝倉氏の一乗谷城に関する説明で間違いはどれか。,背後の山に4つの詰めの城を持つ,一乗谷川沿いに細長い城下町を形成した,天守台が発掘された,朝倉氏館跡が発掘された,3
90,沖縄北部の今帰仁城に関する説明で間違いはどれか。,石灰岩を使った「大曲り」の城壁がある,世界遺産に指定されている,銃眼を設けた石造りの門がある,ペリー艦隊が訪問した,4
91,伊予の守護河野氏の居城だった湯築城は、四国平定を進めた武将に引き渡され幕を閉じた。その武将とは誰か。,長宗我部元親,毛利輝元,豊臣秀吉,織田信長,3
92,アイヌのチャシは砦や柵を意味するが、戦闘以外にも様々な役割があった。次の中で役割と考えられないのはどれか。,祭事場所,墓地,見張り場所,集会場所,2
93,石垣の角で長方形の石の長辺と短辺を交互に重ねることによって強度を増す石の積み方を算木積みというが、その由来は何か。,算盤の別名,考案者の名前,建築の材料,和算の計算用木,4
94,西洋式稜堡城郭である函館市の五稜郭は有名だが、同じ稜堡式の龍岡城は何市にあるか。,佐久市,神戸市,松代市,横須賀市,1
95,中世の平城で本丸跡に主殿が復元された城はどれか。,多賀城,二本松城,米沢城,根城,4
96,丸岡城では城の屋根が寒さで割れないよう、瓦に工夫している。どんな瓦か。,銅板瓦,鉛張瓦,石瓦,板葺き,3
97,史跡のうち特に学術的価値が高いものは国指定特別史跡に指定されている。次の中で特別史跡でないのはどれか。,彦根城,多賀城,首里城,一乗谷城,3
98,復元された4重4階の天守と高欄櫓・台所櫓・苧綿櫓・三の丸南櫓の4つの櫓が現存する城はどこか。,和歌山城,大洲城,松江城,久保田城,2
99,姫路城天守の平成の大修理で大天守から新たな発見があったが、それはどれか。,窓,武器庫,石落,台所,1
100,日本三名園の一つ兼六園の命名者は誰か。,5代藩主前田綱紀,初代藩主前田利家,白河藩主松平定信,徳川吉宗,3
