15,姫路城の天守には刑部（長壁）神社が祀られている。この神社の最大の霊験は何か。,城主が一度も戦争で負けて無い,城主の配置換えがない,妖怪や幽霊が出現して無い,一度も火災や戦災で炎上して無い,4
16,太平洋戦争の空襲で江戸時代からの多くの天守が焼け落ちた。次の天守で焼けなかったのはどれか。,松山城,名古屋城,和歌山城,岡山城,1
17,関ヶ原の合戦で籠城した大垣城の記録、おあん物語にある城内に運ばれた敵の首に女性が行った仕事とは。,まげを結び直す,お歯黒を付ける,頭を剃る,薄化粧をする,2
18,北条氏が、鉢形城を大軍で攻撃され落城した戦いはどれか。,秀吉の小田原攻め,頼朝の義経追討,家康の上杉追討,信玄の関東攻め,1
19,この写真は江戸城の天守台である。このような石の加工積み方は何と呼ぶか。,切込接・谷積,切込接・布積,打込接・谷積,打込接・布積,2
20,八王子城は巨大な山城である。これを造ったのはどの一族か。,後北条氏,上杉氏,大田氏,武田氏,1
21,豊臣秀吉は堅固な小田原城を攻めるために城を見下す山に急ぎ城を築いた一夜城とよばれるが、実際はどれほどかかったか。,半年位,一週間くらい,一月くらい,80日くらい,4
22,高遠城は断崖を背にした本丸を曲輪が囲む堅固で後ろ堅固で各曲輪は空堀で守られていた。この築城は何流か。,清正流（加藤）,信玄流（武田）,高虎流（藤堂）,遠州流（小堀）,2
23,高岡城の建物は一国一城令で破壊されたが見事な縄張り遺構が残る。誰の縄張りと伝えられているか。,藤堂高虎,前田利家,前田利長,高山右近,4
24,金沢城で江戸時代から現存する建物はどれか。,橋爪一ノ門,五十軒長屋,菱櫓,石川門,4
25,丸岡城では城の屋根が寒くて割れないように瓦に工夫されている。どんな瓦か。,鉛張瓦,板葺き,石瓦,銅板瓦,3
26,名古屋城、金沢城などの石垣には様様なマークが刻印されている。刻印はおもに何を示しているか。,石を切り出した産地,石の種類や用途,担当した大名奉行の名や持ち場の名前,石の大木さや重さ,3
27,徳川の大坂城には三重櫓がいくつ存在したか。,12基,4基,6基,8基,1
28,築城の名人の一人と言われる藤堂高虎は生涯に17もの城設計築城に関わり、そのうちの一つ伊賀上野城の石垣に特徴がある。それは次のどれか。,直線的高石垣,亀甲の石垣,扇の勾配,鉛直石垣,1
29,大坂城桜門の石垣には蛸石と呼ばれる巨石が使われているが、日本一とされる石の表面積はおおよそ畳何枚分か。,46枚,16枚,26枚,36枚,4
30,姫路城の門の数は、昔は84あったと言われている。現在いくつ残っているか。,51,15,21,35,3
31,古代山城として知られる岡山県の鬼の城には版築土塁の城壁外がめぐらされていた。この版築土塁はどんなものか。,板枠に土を入れて固めた土塁,屋根に付けた土塁,石の土台に土を盛った土塁,土れんがを積んだ土塁,1
32,松山城の本丸ではさまざまな種類の門が工夫され敵の攻撃を防いでいる。実際には存在しない門はどれか。,戸無門,隠門,筋鉄門,不開門,4
33,熊本城本丸石垣には写真の様に隅が二か所に別れ傾斜の異なっている部分がある。なぜか。,細川氏が加藤氏の石垣をいかして修復,加藤氏が最初からこの形で築いた,細川氏が最初からこの形で築いた,明治時代の改修で出来た,1
34,最古の天守と言われたが1601年（慶長6年）の新築説が有力で、1620年（元和6年）望楼部に唐破風と廻縁高欄を取り付けた現存天守城はどれか。,丸岡城,松江城,犬山城,彦根城,3
35,慶長5年（1600年）築城開始の福山陣屋の地に新たに築城し三の丸に7基の砲台を備えた城はどれか。,五稜郭,根城,佐賀城,松前城,4
36,荒川と深沢川の間の切り立った崖の上の天然の要害に造られ、二の丸、三の丸の間に角馬出しのある城はどれか。,八王子城,沢山城,鉢形城,佐倉城,3
37,本丸のみが石垣造りで他は土塁造り、築城当時は高岡城と呼ばれ五重天守だったが現存天守は江戸後期の三重三階の銅葺きの城はどれか。,今治城,弘前城,松江城,丸岡城,2
38,現存天守のある城で、高欄の無い天守はどれか。,丸岡城,高知城,犬山城,松本城,4
39,戦国時代に城主当山景任が亡き後、美しい未亡人が城主に成り城を守ったが敵将と結婚、最後は信長に殺された。この舞台の山城はどれか。,七尾城,岐阜城,一乗谷城,岩村城,4
40,アイヌのチャシで歴史的に著名なのは、寛永9年（1669年）に松江軍の放火で落城したと伝わる北海道静内のシベチャリチャシである。この戦いを何と呼ぶか。,タヤニシの戦い,シャクシャインの戦い,クナシリの戦い,コシャマインの戦い,2
41,次のうち独立式天守はどれか。,松江城,丸岡城,彦根城,犬山城,2
42,岩国城の天守は四重六階だが、写真の様に4階と6階が下の階よりも張り出して造られている。このような造りを何というか。,権現造,大和造,南蛮造,高麗造,3
43,戦国時代から安土桃山時代の武将蒲生氏郷が織田信雄の松ヶ島城を廃してその代わりに伊勢地方に築いた城はどれか。,松阪城,津城,伊勢亀山城,伊賀上野城,1
44,現存天守の中で唯一天守に本丸御殿が付属している城はどれか。,松江城,松本城,高知城,松山城,3
45,茶の湯をたしなんだ戦国武将は多いが、運搬可能な組み立て式の黄金の茶室をつくったのは誰か。,細川忠興,松永久秀,織田信長,豊臣秀吉,4
46,姫路城は天守のある姫山と西の丸のある鷺山の小丘稜を一体化させている。姫山の縄張りは池田輝政が完成させたが、鷺山の縄張を完成させたのは誰か。,酒井忠次,池田恒興,本多忠政,榊原康政,3
47,甲州流軍学と山鹿流軍学を取り入れた縄張りを行い横矢掛が多用されている平城はどれか。,大分府内城,松代城,上田城,赤穂城,4
48,JRの駅から、石垣の上に狭間のある長い漆喰の壁の両端に端麗な三重の坤櫓と辰巳櫓が見える城はどれか。,福山城,明石城,甲府城,掛川城,2
49,三重三段の高石垣の上に、こじんまりとしながら漆喰白壁の風格ある三重三段の天守がある四国の城はどれか。,宇和島城,高松城,丸亀城,高知城,3
50,切り立った断崖が天然の要害となっている城で、大手道の崖側に石塀を設けその頂部に「かまぼこ石」と呼ばれる半円形の石が置かれているのはどの城か。,岡城,仙台城,八王子城,高取城,1
51,沖縄の城は緩やかな曲線でつくられた城壁が特徴である。城壁の総延長が1.5kmも残っている城はどれか。,今帰仁城,首里城,勝連城,座喜味城,1
52,別名鶴丸城と言われ、天守を持たなかった城はどれか。,飫肥城,大分府内城,人吉城,鹿児島城,4
53,毛利輝元は太田川河口のデルタ地帯に広島城を築いたが、その普請を別名で何と呼ばれたか。,土手普請,島普請,河普請,水普請,2
54,戦いのための陣城だが、城域は17万平米にもおよび五重の天守も建てられた城はどれか。,長篠城,石垣山城,名護屋城,八王子城,3
55,五稜星型をした西洋式稜堡城郭である函館市の五稜郭は有名だが、これと似た形の城はどれか。,新発田城,竜岡城,湯築城,田中城,2
56,石垣の石の間には小さい間石や飼石をはさむが、積み石の裏側にぎっしり詰め込む裏込石の名称はどれか。,蛤石,捨石,裏石,栗石,4
57,石垣の角を積む際の算木積の由来は。,算盤の別名,和算の計算用木片,建築の角材,考案者の名前,2
58,現存する櫓は関ヶ原の戦い以前のものはないが、次のうち最古のものはどれか。,宇土櫓,清洲櫓,富士見櫓,千貫櫓,1
59,壁に瓦を張り漆喰で補強した海鼠壁の櫓は金沢城が有名だが他にもある。どの城か。,犬山城,明石城,新発田城,赤穂城,3
60,江戸城の平川門に続く特徴ある曲輪を何と呼ぶか。,山里曲輪,平川曲輪,二の丸曲輪,帯曲輪,4
61,東北の城で3基の櫓と5つの門が現存している城はどれか。,白河小峰城,仙台城,山形城,弘前城,4
62,会津若松城は葦名氏が城主だった室町時代にはなんと呼ばれていたか。,白河城,会津城,黒川城,弘前城,3
63,川中島の戦いに備えて武田信玄が築いた松代城は築城当時の城名はどれか。,高島城,葛尾城,上田城,海津城,4
64,昭和20年まで天守、小天守、本丸御殿が残っていた天下普請の城はどれか。,駿府城,大坂城,篠山城,名古屋城,4
65,小田原の後北条が惣無事令を破って攻撃したと秀吉に難詰され、秀吉の小田原攻めのきっかけになった城はどれか。,忍城,名胡桃城,川越城,沼田城,2
66,近世三大山城の一つで、城から天守まで比高差が最もある城はどれか。,岩村城,高取城,備中松山城,七尾城,2
67,櫓門の説明で誤っているのはどれか。,近世では城門の中でも最も格式が高く厳正な構えの門,櫓の両脇の石垣土塁の上に延びているのと延びてないものに分類できる,枡形門を構える場合、城に近い方の門を櫓門にするのが一般的である,平屋建てで、切妻造りの屋根にかけている,4
68,天守が造られずに三階櫓が代わりをした城が多いが、次の中で当てはまらないのはどれか。,弘前城二の丸辰巳櫓,江戸城富士見櫓,水戸城二の丸櫓,新発田城三階櫓,1
69,舞鶴城と称された城は全国に10か所以上はあるが、次のうち当てはまらないのはどれか。,飫肥城,甲府城,和歌山城,福岡城,3
70,史跡のうち特に学術的価値が高いものは国指定特別史跡に指定されている。次の中で特別史跡に指定されているのはどれか。,備中松山城,多賀城,盛岡城,松代城,2
71,秀吉の小田原攻めで北条側と和睦交渉にあたった黒田孝高に北条氏政が与えたのは鎌倉時代の歴史書と何か。,金,名馬,名刀,名槍,3
72,城外と結ぶ3か所の虎口全てが角馬出で、防御を強化するため2か所では内側に枡形が設けられたその城はどれか。,篠山城,高田城,西尾城,福知山城,1
73,鯱は天守に使われが、以前室町時代はどこで使われていたか。,山城の城門の屋根,寺の門の屋根,神社の屋根,寺院にある厨子の屋根,4
74,秀吉の猶子であり、岡山城主であったときに西軍の副大将として関ヶ原の戦いに臨み、その後八丈島に流罪となった戦国大名はだれか。,小早川秀秋,安国寺恵壇,宇喜多秀家,浅野長政,3
75,長篠の高いで長篠城を死守した奥平信昌だが、その子孫奥平氏は1717年九州に転封となり明治まで続いた。それはどの藩か。,中津藩,大分藩,都城藩,唐津藩,1
76,九鬼水軍の本拠地で4つの水門を持った城はどれか。,能島城,鳥羽城,洲本城,膳所城,2
77,国宝松本城には櫓が2基付設している。一つは月見櫓だがあと一つはどれか。,辰巳月櫓,太鼓櫓,乾櫓,着到付櫓,1
78,五重塔のように1階から規則的に逓減する天守の様式を層塔型式というが、層塔型ではないのはどれか。,島原城,会津若松城,岡山城,今治城,3
79,上杉景勝・景虎の間で起きた家督争い、御館の乱の舞台となった城はどれか。,春日山城,会津若松城,米沢城,新発田城,1
80,藤堂高虎は築城の名人と言われ生涯多くの城とかかわっているが、高虎と関わりない城はどれか。,大洲城,丸亀城,今治城,伊賀上野城,2
81,毛利氏の居城で270の曲輪を持つ西日本最大の山城、郡山城について記述で正しいのはどれか。,城主のみ山上の曲輪に住んでいた,城主、家臣とも麓の館に住んでいた,城主のみ麓の館に住んでいた,山上の曲輪に城主も家臣ともども住んでいた,4
82,石垣は石材の積み方でも分類されるが、横目地を通す積み方はどれか。,亀甲積,布積,乱積,谷積,2
83,城の堀を渡る橋はほとんど木橋と土橋だが、次の城の中で木橋のひとつである廊下橋が復元された城はどれか。,駿府城,山形城,佐倉城,高松城,4
84,江戸城の石垣の石切り場は主にどこだったか。,多摩八王子,神田駿河台,伊豆,下野大谷,3
85,沖縄のグスクの石垣に用いられる石はどれか。,砂石,大理石,安山岩,石灰石,4
86,次の城で最も高い山地にあるのはどれか。,岩村城,備中松山城,津和野城,高取城,1
87,山梨県にある城郭遺構で甲斐源氏武田氏と関係ないのはどれか。,甲府城,武田氏館,新府城,要害城,1
88,幕末黒船で、日本に来航する前に琉球に立ち寄ったペリーが石垣やアーチ門など築城技術が見事さに驚き測量したのはどの城か。,首里城,中城城,座喜味城,今帰仁城,2
89,石垣には壁面全体をおおう石垣と一部だけ覆う石垣があるが、土塁の上部にだけに築かれた石垣を何と言うか。,半石垣,腰巻石垣,鉢巻石垣,頭巾石,3
90,徳川幕府が一国に一城令を残し支城はすべて破壊する一国一城令を出したのはどの年代か。,元禄,天正,元和,寛永,3
91,松尾芭蕉を祀る俳聖殿がある城はどれか。,仙台城,伊賀上野城,山形城,白河小峰城,2
92,豊臣秀吉の四国攻めの手柄により小諸城主に任じられ、織豊系の城郭に改修した武将はだれか。,竹中半平兵衛,仙石秀久,福島正則,真田信繁,2
93,後水尾天皇を二条城に迎えたのは誰か。,徳川家綱,徳川家康,徳川秀忠,徳川家光,4
94,16世紀前半に造られた、家臣団の曲輪を繖山（きぬがさやま）全体に備えた山城はどれか。,観音寺山城,金山城,郡山城,七尾城,1
95,古代から江戸時代までに日本で造られた城の数はどれくらいか。,1000,4000,1万,4万,4
96,唐・新羅の連合軍の侵入に備えて大宰府を守るために大野城などの築城を命じた天皇は誰か。,用明天皇,仁徳天皇,天智天皇,推古天皇,3
97,大和政権は陸奥国府および鎮守府の機能を持つ東北最大の拠点を造ったがそれはどれか。,出羽柵,多賀城,胆沢城,能代営,2
98,1274年の文永の役で元の襲来を経験し幕府は再度の来襲に備え博多湾沿岸に石塁を構築上陸に備えた。この石塁はなんというか。,元寇防塁,弘安防塁,博多防塁,大宰府防塁,1
99,戦国時代に中国地方の大半を納めた毛利元就が本拠としていた城はどれか。,萩城,郡山城,津山城,幌島城,2
100,戦国時代南九州で島津氏と伊東氏が100年にわたって争った城はどれか。,飫肥城,大分内府城,人吉城,鹿児島城,1
