48,江戸幕府は、正保年間諸藩に命じて城絵図を作成させ提出させた。現在、重要文化財に指定されている絵図は全部で何城分か。,51城,63城,74城,86城,2
49,直江兼続率いる上杉景勝軍が、最上義光の治める山形城を攻めるために、その支城で志村光安が籠る城を攻めたが、関ヶ原で西軍が大敗したため撤退した。「北の関ヶ原」と呼ばれた戦いの舞台となった城は何城でしょう。,長谷堂城,中野城,亀ヶ崎城,松山城,1
50,藤堂高虎は、今治城の天守を解体して、新城の伊賀上野城天守とするつもりだったが、徳川家康の天下普請に使用するために献上してしまった。この天守は、どの城の天守となったと言われているか。,丹波篠山城,丹波亀山城,大坂城,二条城,2
51,天守は巨大建築であるため、自然災害等の被害をたびたび受けているが、地震で倒壊したのは、下記の天守のどれか。,犬山城,彦根城,丸岡城,岐阜城,3
52,天守は、城のシンボルであったが、明治維新後観光目的で建てられた最初の天守は、何城か。,大阪城,岐阜城,洲本城,大垣城,2
53,現存する天守のうち、唯一弓や鉄砲で射撃をするための狭間が存在しない天守があるが、それは何城の天守か。,丸亀城,伊予松山城,宇和島城,高知城,3
54,天守の最上階に廻縁を付けたにも関わらず、雨よけのために後に板で囲ってしまうことがあった。次の城のうち、板で囲われたのはどの城か。,弘前城,丸亀城,和歌山城,津山城,4
55,天守の格式をあげるために、最上階に華頭窓を設けることがあったが、この格式高い窓を飾りとして貼り付けただけで、窓として機能していない天守が存在する。それは何城か。,犬山城,彦根城,姫路城,広島城,1
56,天守が国宝に指定されるのは、姫路城・松本城・犬山城・彦根城に続いて5件目となるが、天守の国宝指定は何年ぶりのことか。,28年ぶり,42年ぶり,63年ぶり,84年ぶり,3
57,今回の指定は、城が完成した年を裏付ける祈とう札の再発見による所が大きい。この祈とう札に書かれていた年号はどれか。,慶長三年,慶長十年,慶長十三年,慶長十六年,4
58,天守を支える柱は、写真のように柱に厚板を継ぎ合わせて張り、鎹や鉄輪で留められ強度を増しているが、天守にある総数308本の柱のうち、何本にこのような工夫が施されているか。,18本,49本,82本,130本,4
59,天守の築造は、二代堀尾忠氏が急逝したため、築城の名手と言われた父吉晴が行ったが、吉晴が約10年居城とした前任地の城はどれか。,浜松城,掛川城,横須賀城,駿府城,1
60,天守内部には、籠城戦を想定し、井戸や便所が設けられていた。便所は、地階の他にもう一ヵ所あったが、何階に置かれていたか。,一階,二階,三階,四階,4
61,明治8年（1875）陸軍省は老朽化建物群の払い下げの入札を実施した。この時、松江城天守も落札されたが、いくらで落札されているか。,8円,35円,180円,250円,3
62,名古屋城天守は外観五重、内部は地上五階、地下一階であるが、各階の中で階高が一番大きい階は、床から天井まで7.5mあった。最も大きいのは何階か。,一階,二階,三階,四階,3
63,名古屋城天守が、現存する我が国最大の天守になったのはいつか。,元和年間,明暦年間,寛文年間,明治年間,3
64,名古屋城天守の「石落し」は、天守入口の上の他に、何階に設けられていたか。,一階,二階,三階,四階,2
65,名古屋城天守地階にあった井戸は、何と呼ばれていたか。,金明水,銀明水,黄金水,清正水,3
66,織田信長の居城であった「那古野城」は、現在の名古屋城のどのあたりに位置していたと言われるか。,本丸,御深并丸,西の丸,二の丸,4
67,天守や櫓の外壁は、防火と防弾のために土壁で塗り固められていた。外壁の壁に柱の形を見せる仕上げをした壁を何と呼ぶか。,漆喰造,大壁造,真壁造,長押造,3
68,上端を山形にした禅宗寺院の仏殿に用いられた、唐様の高貴な窓を「華頭窓」と呼ぶが、我が国の天守でこの窓を最も多く採用するのが彦根城天守である。「華頭窓」は、合計で何ヶ所に用いられているか。,6ヶ所,10ヶ所,16ヶ所,18ヶ所,4
69,平成25年、日出城内に移築復元された鬼門櫓は、櫓の一部の角を斜めに切り落とし「鬼門避け」としている。切り落とされているのは、どの角か。,東北,東南,西南,西北,1
70,現存する福山城伏見櫓は、解体修理に際し梁の印刻に「伏見城」の櫓名が書かれており、伏見城のどこにあったかが確認された唯—の櫓である。この櫓は伏見城のどこにあった櫓か。,西の丸,松の丸,二の丸,山里丸,2
71,海を監視するために設けられた櫓を「潮見櫓」と言うが、次の城の中で城内に潮見櫓の存在が確認されていない城はどれか。,赤穂城,宇和島城,福岡城,名護屋城,4
72,平成13年に復元された会津若松城の二重櫓は、櫓内に食品を保存していたためこの名が付いたと言われる。何櫓か。,塩櫓,荒和布櫓,干飯櫓,麦櫓,3
73,かつて馬屋（厩）は、どこの城にも設けられていたが、現存する例はわずかに一例のみとなってしまった。馬屋が残る城はどれか。,厩橋城,彦根城,姫路城,熊本城,2
74,階下が城門、階上が槽となる門を「櫓門」と呼ぶが、中でも階上の櫓部分を二階とする厳重な例も見られる。姫路城に現存する二重二階の櫓門はどれか。,ぬの門,ちの門,ロの門,水三の門,1
75,次の櫓門の中で、二階部分が石垣上に乗らない門はどれか。,弘前城追手門,佐賀城鯱の門,彦根城太鼓門,新発田城本丸表門,4
76,次の門のうち、埋門でないのはどの門か。,姫路城る門,二条城二の丸西門,姫路城ほの門,熊本城不明門,4
77,江戸時代には、長大な土塀が多数存在したが、現存する例は少ない。現存最長の土塀は、「熊本城長塀」だが、2番目に長い土塀はどれか。,金沢城石川門右方土塀,姫路城ろの門西南方土塀,高知城追手門西南土塀,伊予松山城紫竹門西方土塀,1
78,往時の土塀には、要所に敵の動向を監視する物見窓が開かれていたが、現存するのはただ一つの城だけとなった。その城はどこか。,松本城,姫路城,高松城,高知城,4
79,伊予松山城に見られる土塀の控柱は、土塀に対して斜めに立て掛けてある。この控柱は、下部と上部では材質が異なっているが、下部に用いられているのは何か。,鉄材,石材,木材,銅材,2
80,現在、名古屋城本丸御殿の復元工事が進行中で、―部完成した部分が公開されている。全ての完成は、何年が予定されているか。,平成29年度,平成30年度,平成31年度,平成32年度,2
81,国宝に指定されている二条城の二の丸御殿だが、公式の対面所であった大広間の奥に存在する建物はどれか。,黒書院,白書院,式台の間,御用達所,1
82,福山城の本丸には、本丸から突き出すような懸け造り状の建物があった。この建物の用途は何か。,月見櫓,涼み所,湯殿,茶室,3
83,一国一城令が発布されると、城主大名（城持）と、城を持つことか出来ない大名とに分けられた。城を持つことのできない大名が築いた小規模な城郭を何と呼ぶか。,陣屋,本陣,脇陣,小郭,1
84,沖縄のグスク特有の逆U字型をした門を石造拱門（アーチ門）というが、首里城の次の門の内、石造拱門でない門はどれか。,歓会門,木曳門,久慶門,奉神門,4
85,上杉景勝が伊達氏との戦いを想定し、直江兼続に築城を命じたが、未完成のまま翌年破却されたのは、何城か。,猪苗代城,神指城,村上城,柳津城,2
86,高天神城を武田勝頼に奪われた徳川家康は、天正6〜8年にかけて高天神包囲の六砦を構築し、城を囲い込んだ。次のうち六砦に含まれないのはどれか。,小笠山砦,三井山砦,中村砦,横須賀砦,4
87,小田原攻めで、関東にある次の4城のうち、豊臣軍の攻撃により、最も早く落城もしくは開城降伏した城はどれか。,厩橋城,鉢形城,玉縄城,岩付城,3
88,関ヶ原合戦の直前に石田三成方によって毛利輝元の本陣として築かれた陣城は、次のどれか。,杉山城,玄蕃尾城,松尾山城,鳥越城,3
89,「鍋島直茂譜考補」の記事に、慶長14年（1609）佐賀城天守が竣工したことを述べた後に「今年、日本国中の天守の数、〇〇立つ」とあるが、その数をいくつとしているか。,二十,二十五,三十,三十五,2
90,安政元年に竣工した、長沼流軍学の粋を集めた城が松前城だが、松前城内には、海に向かって何基の砲台が設けられていたか。,3基,5基,7基,9基,3
91,Aの瓦は、大棟のまとまりと、威風堂々とした意匠にするための飾り瓦だが、何と呼ばれているか。,鬼瓦,鳥衾,鯱瓦,熨斗瓦,2
92,屋根の上に載った瓦のうち、Bのように大棟の先端や、隅棟の先端に付けられた瓦を何と呼ぶか。,鬼瓦,鳥衾,鯱瓦,熨斗瓦,1
93,Cの瓦は、倒三角形の形状を呈し朝鮮半島で使われていた瓦を日本に持ち込んだものだが、この瓦は、何とよばれているか。,三角瓦,滴水瓦,倒角瓦,熨斗瓦,2
94,Dの瓦は、大棟に用いられたもので、弧状の瓦を上下逆にして半円形がかみ合うようにしている。この上下半円形をつくる瓦を何というか。,輪違,熨斗瓦,伏間瓦,菊丸瓦,1
95,Eの瓦は、軒の先端部を飾る瓦で家紋や巴瓦の文様が用いられていた。馬の背に乗せる鐙に似てあぶみいるため、鐙瓦とも呼ばれるが、この瓦の名称は何か。,軒平瓦,菊丸瓦,軒丸瓦,輪違瓦,3
96,Fの瓦は、軒の先端の谷の部分を飾る瓦で、唐草文様が用いられことが多い。この瓦の名称は何か。,軒平瓦,菊丸瓦,軒丸瓦,輪違瓦,1
97,「巻石垣」と呼ばれる、石垣全体が丸く積み上げられて、亀の甲羅のように高くした石垣の復元を行った城は何城か。,西尾城,岩村城,仙台城,鳥取城,4
98,現存する本丸北櫓と南櫓の間の本丸東虎口櫓門が復元され、さらに失われた本丸の4棟の櫓のうち東北隅にあった2棟とその周辺の土塀の復元整備計画を進めているのは何城か。,上田城,新発田城,大洲城,日出城,1
99,平成25年（2013）伊勢亀山城多聞櫓の修理が完成し、江戸時代の姿に戻されたが、どのような外観の櫓として完成したか。,下見板張,総板張,海鼠壁,白漆喰総塗籠,4
100,現在、福井城では御廊下橋、天守台跡の連続性と一体感を高めるために、ある門の復元整備を進めているが、何という門か。,大手門,北不明門,山里口御門,切手門,3
